date,open,high,low,close,volume
2021-01-01 00:00:00+05:30,5310.2,5338.0,5250.0,5280.15,1447187
2021-01-04 00:00:00+05:30,5324.0,5324.0,5196.2,5216.2,2333659
2021-01-05 00:00:00+05:30,5218.0,5224.2,5062.5,5119.0,3953400
2021-01-06 00:00:00+05:30,5130.0,5168.35,4990.3,5030.3,3607923
2021-01-07 00:00:00+05:30,5065.0,5131.55,5021.3,5081.0,3035750
2021-01-08 00:00:00+05:30,5130.0,5138.75,5042.0,5082.0,2998451
2021-01-11 00:00:00+05:30,5108.0,5110.95,4958.25,4984.25,2924164
2021-01-12 00:00:00+05:30,4984.25,5099.0,4951.0,5042.2,3335908
2021-01-13 00:00:00+05:30,5066.0,5074.0,4826.25,4902.9,3269373
2021-01-14 00:00:00+05:30,4902.9,4966.8,4834.0,4877.35,2680811
2021-01-15 00:00:00+05:30,4877.0,4927.0,4842.4,4883.6,2544916
2021-01-18 00:00:00+05:30,4870.0,4880.0,4686.0,4719.85,3703413
2021-01-19 00:00:00+05:30,4765.1,4994.95,4752.0,4959.15,4767465
2021-01-20 00:00:00+05:30,4968.0,5032.6,4901.0,4981.95,3314707
2021-01-21 00:00:00+05:30,4993.0,5225.0,4990.0,5118.3,7061809
2021-01-22 00:00:00+05:30,5135.0,5137.0,4945.6,4972.55,3084796
2021-01-25 00:00:00+05:30,5049.0,5163.0,4890.0,4908.7,3673060
2021-01-27 00:00:00+05:30,4921.3,4945.6,4811.0,4845.0,2800493
2021-01-28 00:00:00+05:30,4779.55,4909.0,4723.1,4810.25,3477329
2021-01-29 00:00:00+05:30,4886.7,4950.0,4707.1,4734.55,4260795
2021-02-01 00:00:00+05:30,4775.0,5080.0,4666.5,5058.6,4290745
2021-02-02 00:00:00+05:30,5100.0,5337.95,5094.9,5173.2,4347993
2021-02-03 00:00:00+05:30,5218.6,5270.0,5140.0,5245.1,2650783
2021-02-04 00:00:00+05:30,5214.0,5543.0,5206.05,5504.85,5325888
2021-02-05 00:00:00+05:30,5526.0,5627.0,5470.0,5538.55,4437987
2021-02-08 00:00:00+05:30,5542.0,5665.0,5475.3,5497.7,2800809
2021-02-09 00:00:00+05:30,5537.5,5539.0,5382.6,5400.3,2263904
2021-02-10 00:00:00+05:30,5434.7,5502.35,5395.0,5475.9,2638012
2021-02-11 00:00:00+05:30,5470.0,5588.0,5455.75,5567.05,2028947
2021-02-12 00:00:00+05:30,5570.0,5618.0,5532.05,5577.45,1625268
2021-02-15 00:00:00+05:30,5605.35,5799.0,5600.0,5779.85,3168826
2021-02-16 00:00:00+05:30,5791.4,5822.2,5690.3,5760.25,2126810
2021-02-17 00:00:00+05:30,5730.0,5799.0,5670.0,5705.15,2346395
2021-02-18 00:00:00+05:30,5699.0,5714.75,5522.2,5563.35,2317513
2021-02-19 00:00:00+05:30,5560.0,5621.95,5425.0,5497.95,2744456
2021-02-22 00:00:00+05:30,5480.0,5538.7,5334.75,5376.85,2000563
2021-02-23 00:00:00+05:30,5420.0,5504.65,5350.0,5383.7,2190245
2021-02-24 00:00:00+05:30,5444.0,5578.9,5383.0,5562.9,1908795
2021-02-25 00:00:00+05:30,5601.0,5619.95,5511.35,5529.95,1584595
2021-02-26 00:00:00+05:30,5430.0,5454.0,5221.0,5264.9,3713326
2021-03-01 00:00:00+05:30,5315.0,5369.9,5195.0,5266.8,2031881
2021-03-02 00:00:00+05:30,5300.0,5410.0,5262.05,5316.3,2208634
2021-03-03 00:00:00+05:30,5364.15,5573.35,5340.1,5542.9,2252413
2021-03-04 00:00:00+05:30,5430.0,5567.15,5401.0,5485.9,2234698
2021-03-05 00:00:00+05:30,5440.0,5519.75,5402.1,5444.9,2075760
2021-03-08 00:00:00+05:30,5469.0,5493.95,5311.0,5320.65,1721042
2021-03-09 00:00:00+05:30,5371.0,5445.0,5335.0,5415.05,1811496
2021-03-10 00:00:00+05:30,5440.0,5561.0,5440.0,5545.05,2191250
2021-03-12 00:00:00+05:30,5600.0,5670.0,5521.0,5557.85,2508013
2021-03-15 00:00:00+05:30,5571.05,5585.65,5350.55,5439.05,2087010
2021-03-16 00:00:00+05:30,5488.45,5507.0,5420.0,5455.95,1561305
2021-03-17 00:00:00+05:30,5460.0,5460.4,5344.45,5359.8,1134758
2021-03-18 00:00:00+05:30,5423.0,5545.0,5305.0,5371.85,2339058
2021-03-19 00:00:00+05:30,5316.0,5479.0,5190.05,5453.25,3220310
2021-03-22 00:00:00+05:30,5446.5,5497.0,5337.0,5389.35,1938461
2021-03-23 00:00:00+05:30,5410.0,5445.0,5350.0,5378.8,1849038
2021-03-24 00:00:00+05:30,5374.0,5374.0,5260.0,5270.3,1737643
2021-03-25 00:00:00+05:30,5280.0,5300.0,5103.15,5122.2,2343271
2021-03-26 00:00:00+05:30,5170.0,5248.0,5135.0,5183.05,2347460
2021-03-30 00:00:00+05:30,5234.85,5260.0,5150.0,5193.55,1845391
2021-03-31 00:00:00+05:30,5185.0,5218.8,5122.95,5149.85,1845975
2021-04-01 00:00:00+05:30,5210.0,5288.5,5161.95,5272.15,2148234
2021-04-05 00:00:00+05:30,5259.0,5259.0,4920.6,4962.5,3739680
2021-04-06 00:00:00+05:30,5050.0,5059.45,4952.6,4993.1,2070906
2021-04-07 00:00:00+05:30,4980.0,5109.0,4940.0,5077.1,2402782
2021-04-08 00:00:00+05:30,5100.0,5115.0,5015.0,5029.5,1407879
2021-04-09 00:00:00+05:30,5000.0,5010.0,4845.0,4872.3,2902646
2021-04-12 00:00:00+05:30,4740.0,4740.0,4400.0,4511.0,4500046
2021-04-13 00:00:00+05:30,4535.1,4774.9,4514.05,4728.75,3175019
2021-04-15 00:00:00+05:30,4708.1,4750.0,4566.1,4660.3,2897185
2021-04-16 00:00:00+05:30,4661.0,4690.0,4590.0,4616.6,2142648
2021-04-19 00:00:00+05:30,4450.0,4504.0,4362.0,4479.6,3426507
2021-04-20 00:00:00+05:30,4563.0,4699.0,4555.2,4613.65,3394597
2021-04-22 00:00:00+05:30,4550.0,4714.0,4505.75,4688.7,2563539
2021-04-23 00:00:00+05:30,4621.1,4759.8,4610.5,4667.8,2729525
2021-04-26 00:00:00+05:30,4690.0,4829.0,4690.0,4736.55,2903989
2021-04-27 00:00:00+05:30,4747.0,4889.85,4746.55,4865.05,2644997
2021-04-28 00:00:00+05:30,4915.0,5310.0,4915.0,5280.9,8576454
2021-04-29 00:00:00+05:30,5350.0,5525.0,5330.0,5484.85,7258486
2021-04-30 00:00:00+05:30,5350.0,5524.65,5327.7,5451.9,4124888
2021-05-03 00:00:00+05:30,5316.3,5580.0,5291.25,5551.15,4033591
