,symboltoken,symbolname,instrumenttype,priceden,pricenum,genden,gennum,precision,multiplier,boardlotsize,exchange,producttype,tradingsymbol,symbolgroup,strikeprice,optiontype,expirydate,lotsize,cfbuyqty,cfsellqty,cfbuyamount,cfsellamount,buyavgprice,sellavgprice,avgnetprice,netvalue,netqty,totalbuyvalue,totalsellvalue,cfbuyavgprice,cfsellavgprice,totalbuyavgprice,totalsellavgprice,netprice,buyqty,sellqty,buyamount,sellamount,pnl,realised,unrealised,ltp,close
0,58254,BANKNIFTY,OPTIDX,1.00,1.00,1.00,1.00,2,-1,1,NFO,CARRYFORWARD,BANKNIFTY30NOV2342800CE,XX,42800.0,CE,30NOV2023,15,15,0,13368.62,0.00,0.00,0.00,0.00,-13368.62,15,13368.62,0.00,891.24,0.00,891.24,0.00,891.24,0,0,0.00,0.00,1785.15,-0.00,1785.15,1010.25,869.2
